site_host,career.connecty.co.jp,dashboardcms-test.connecty.co.jp,docs.cmsod.jp,lottecityhotel.jp,msg.dlt-spl.co.jp,real.dic-estate.co.jp,site1.demo.cmsod.jp,site3.demo.cmsod.jp,sports.dunlop.co.jp,www.afit.jp,www.buonanotte.jp,www.cellseed.com,www.connecty.co.jp,www.daiken-ad.com,www.daiken.jp,www.dcm-hldgs.co.jp,www.dic-color.com,www.dic-decor.co.jp,www.dic-ep.co.jp,www.dic-estate.co.jp,www.dic-global.com,www.dic-graphics.co.jp,www.dic-kako.co.jp,www.dic-material.co.jp,www.dic-plas.co.jp,www.dic200.com,www.difaren.com,www.digisystem.com,www.dlt-spl.co.jp,www.doutor.co.jp,www.fuwapple.jp,www.global.jcb,www.ibanez.com,www.imabarigauze.jp,www.ishimakura.jp,www.jeol.co.jp,www.kuroda-electric.co.jp,www.lemonadestand-pa.jp,www.lotte-isf.or.jp,www.lotte.co.jp,www.luno-nishikawa.jp,www.mmtec.co.jp,www.moussepuff.jp,www.mpuni.co.jp,www.nemuri-soudan.jp,www.nishikawa1566.com,www.nishikawasangyo.co.jp,www.nissay-it.co.jp,www.nisshin.com,www.order-makura.jp,www.paris-miki.co.jp,www.pokkasapporo-fb.jp,www.recomm.co.jp,www.sangetsu.co.jp,www.separel.com,www.shimachu.co.jp,www.shop-salon.jp,www.tama.com,www.tamamarching.com,www.thermos.jp,www.tobishima.co.jp,www.tokyoinst.co.jp,www.ushio.co.jp,www.ushio.com.tw,www.ushiomedical.com,www.watairo.jp,www.with-lemon.jp,www.yamano-music.co.jp
www.buonanotte.jp,0.8044116426032268,0.8708188418956024,0.8860178103803815,0.9216667460099568,0.9580943206938692,0.9948474164607339,0.8733097948322016,0.8684558908926097,0.9479965811497133,0.9909266229270852,1.0,0.9913843632082109,0.5000000000004143,0.9112707120603059,0.5000000000002348,0.950380859203962,0.5000000000014314,0.9941929752566083,0.9934807048092997,0.9931950465810775,0.5000000000001594,0.990207080454619,0.9933764605499176,0.9907048888928164,0.9848024579392405,0.9717708502461166,0.9883612515061347,0.7209087940391105,0.5000000000000712,0.7976837455688349,0.9119162522992221,0.8234650179737676,0.5000000000001534,0.8852714770298399,0.9939672767660452,0.646088665414067,0.9812859093860404,0.9920906681619723,0.809823482550232,0.7462541716071214,0.9898426235730298,0.6817110522892019,0.884188172210042,0.6530511302034832,0.9738763162042937,0.9809364800931958,0.9118157877423146,0.9686782114672734,0.8456632721130959,0.9914657125465502,0.9603538975086088,0.5000000000004389,0.9861453034929305,0.6449621037487334,0.9877584579510033,0.7454348299729073,0.7632467755500536,0.5000000000003744,0.9915643212875247,0.6920378559581924,0.9650558366201416,0.6899432186339364,0.9301387329436954,0.8396642865428664,0.9943997834403377,0.8847796511505074,0.9852224620762081,0.5000000000000899
www.cellseed.com,0.8130782891750138,0.8976689889418592,0.910404820652388,0.9241415904153307,0.9478100985080751,0.99315877693262,0.9028825059710596,0.8805161038771591,0.9489954850908884,0.9905377365657317,0.9913843632082109,1.0,0.5000000000004164,0.9430827112869584,0.5000000000002356,0.9554598285258664,0.500000000001427,0.995660139296145,0.9940325542455997,0.9913574001179137,0.5000000000001615,0.9901165923757802,0.992103959194829,0.9900073337328847,0.981637425161652,0.974680186903188,0.9854801795169086,0.7264129718635355,0.5000000000000715,0.8140470457325713,0.9255475371250362,0.8310073402590329,0.5000000000001543,0.8993636125743109,0.9916282245875329,0.6655686169260008,0.986742392375922,0.9873755516350395,0.8260800560805347,0.7631499337628938,0.9843132432315134,0.6990182258931,0.8983569467181851,0.6618158327647945,0.9680001737180814,0.9859330355129502,0.9222571819003784,0.9745348622789831,0.850647876538412,0.9844651438782702,0.960201611618186,0.5000000000004434,0.9877513400184359,0.6395052069131087,0.9876229903481113,0.7566847445112459,0.7754798243656034,0.5000000000003758,0.9883307697855843,0.6998692108746452,0.9731093629924097,0.7090668882476289,0.9405253215475535,0.8352545506735718,0.9923809384083413,0.8989172107713024,0.9945819955942561,0.5000000000001067
www.connecty.co.jp,0.5000000000003162,0.5000000000003686,0.5000000000003312,0.5000000000003977,0.5000000000003875,0.5000000000004161,0.5000000000003354,0.5000000000003313,0.5000000000004106,0.5000000000004154,0.5000000000004143,0.5000000000004164,1.0,0.5000000000003563,0.8535533905932737,0.500000000000414,0.8535533905932737,0.5000000000004141,0.5000000000004122,0.5000000000004206,0.8535533905932737,0.500000000000413,0.5000000000004186,0.5000000000004174,0.5000000000004196,0.5000000000004178,0.5000000000004223,0.5000000000002501,0.8535533905932737,0.5000000000002914,0.5000000000003983,0.5000000000003263,0.8535533905932737,0.5000000000003844,0.500000000000416,0.500000000000208,0.5000000000004174,0.5000000000004213,0.5000000000002979,0.5000000000002726,0.5000000000004107,0.5000000000002168,0.5000000000003839,0.5000000000002158,0.5000000000004116,0.5000000000004245,0.5000000000003935,0.5000000000004147,0.5000000000003457,0.5000000000004139,0.5000000000004176,0.8535533905932737,0.5000000000004249,0.5000000000001925,0.5000000000004197,0.5000000000002689,0.5000000000002776,0.8535533905932737,0.5000000000004017,0.5000000000002403,0.5000000000004186,0.5000000000002445,0.5000000000004022,0.5000000000003231,0.5000000000004171,0.5000000000003841,0.5000000000004197,0.8535533905932737
www.daiken-ad.com,0.8029048765515572,0.8718795012095841,0.9717221022266034,0.871107673137427,0.8757141911059545,0.9214764883847499,0.9704902537414548,0.9226430883784944,0.8809735478503424,0.9306918896369258,0.9112707120603059,0.9430827112869584,0.5000000000003563,1.0,0.5000000000001998,0.8851956398375322,0.5000000000012201,0.9280319744532972,0.9217401645598253,0.9159139433467542,0.5000000000001439,0.9284115116175105,0.9129238406566866,0.9144321337362855,0.9163417739820012,0.9220834127373971,0.9129926128197703,0.7495018980972307,0.5000000000000602,0.8829419237421379,0.8788027183911717,0.8386924734289452,0.5000000000001329,0.8542550529789015,0.9227599784906846,0.6861366953188637,0.9234008931088129,0.9161593335601221,0.8947610334863205,0.8040225068775615,0.9104259656292588,0.7353388912979015,0.8524329480909372,0.6403032751638076,0.9058990877976205,0.9282691456089098,0.8787854165131046,0.9123862150486524,0.816454233529458,0.9101406457273091,0.8959810266897261,0.500000000000388,0.9192637572612499,0.6405741401654065,0.911152969990029,0.794292003522804,0.8125954298057079,0.5000000000003251,0.9018645806535261,0.7053361579229072,0.9120852724544907,0.7410305908474907,0.8883052958479898,0.8559111220583356,0.9214767304513188,0.8532134425471806,0.9367845558588745,0.5000000000001127
www.daiken.jp,0.5000000000001782,0.5000000000002087,0.5000000000001908,0.5000000000002236,0.5000000000002256,0.5000000000002351,0.5000000000001812,0.5000000000001936,0.5000000000002318,0.5000000000002359,0.5000000000002348,0.5000000000002356,0.8535533905932737,0.5000000000001998,1.0,0.5000000000002349,1.0,0.5000000000002348,0.500000000000233,0.5000000000002377,1.0,0.5000000000002347,0.5000000000002369,0.5000000000002376,0.5000000000002371,0.5000000000002357,0.5000000000002376,0.5000000000001376,1.0,0.5000000000001648,0.500000000000224,0.5000000000001789,1.0,0.5000000000002149,0.5000000000002351,0.5000000000001172,0.500000000000237,0.5000000000002365,0.50000000000017,0.500000000000156,0.5000000000002324,0.5000000000001235,0.5000000000002147,0.5000000000001203,0.500000000000232,0.5000000000002404,0.500000000000223,0.5000000000002363,0.500000000000198,0.5000000000002335,0.5000000000002361,1.0,0.5000000000002379,0.5000000000001041,0.5000000000002377,0.5000000000001514,0.5000000000001598,1.0,0.500000000000228,0.5000000000001316,0.5000000000002363,0.5000000000001341,0.5000000000002286,0.5000000000001827,0.5000000000002345,0.5000000000002147,0.5000000000002379,1.0
www.dcm-hldgs.co.jp,0.9131163427912252,0.955275153761536,0.8564614325530062,0.9697065355816485,0.9340352330342887,0.9514881244339901,0.8542137842239481,0.8835399854460517,0.9900241246172279,0.9563041866343968,0.950380859203962,0.9554598285258664,0.500000000000414,0.8851956398375322,0.5000000000002349,1.0,0.5000000000014694,0.9509755325226854,0.9444568941225332,0.9635259381486789,0.5000000000001391,0.9543415198422309,0.9599487602958163,0.9607340783596703,0.967458458799379,0.973253346614416,0.9682312885441772,0.8334424236676914,0.500000000000076,0.8431572361556011,0.9813302851778183,0.9038717248345807,0.5000000000001339,0.9704753043397438,0.9526748052545032,0.8183824283819744,0.9621806072677026,0.9648134676469253,0.8466600770987602,0.8581171339472575,0.9402910741786594,0.818278782017946,0.9695346490013463,0.8072786381868191,0.9666276354294419,0.9779019592548865,0.9819640115135182,0.9791461702445968,0.943858506615003,0.9485523247420884,0.983570863382705,0.5000000000004668,0.9769349106776195,0.7629149265499762,0.9688405402917717,0.8638234533712666,0.8649463972762379,0.500000000000327,0.9269448858936735,0.8370555740824331,0.9795090019366843,0.8251573600228301,0.9829008330726379,0.8806370072410257,0.9527217406974529,0.9701143236944165,0.9636988776763813,0.5000000000002314
www.dic-color.com,0.5000000000011439,0.5000000000012922,0.5000000000011341,0.5000000000013949,0.5000000000013632,0.5000000000014355,0.5000000000011381,0.5000000000012148,0.5000000000014833,0.5000000000014586,0.5000000000014314,0.500000000001427,0.8535533905932737,0.5000000000012201,1.0,0.5000000000014694,1.0,0.5000000000014293,0.500000000001416,0.500000000001463,1.0,0.5000000000014342,0.5000000000014577,0.5000000000014585,0.5000000000014778,0.5000000000014543,0.5000000000014718,0.5000000000010072,1.0,0.5000000000010397,0.5000000000014082,0.5000000000012366,1.0,0.5000000000013473,0.5000000000014378,0.5000000000008443,0.5000000000014302,0.5000000000014703,0.5000000000010809,0.5000000000010517,0.5000000000014062,0.5000000000008868,0.5000000000013428,0.5000000000007786,0.50000000000145,0.500000000001461,0.5000000000014232,0.500000000001464,0.5000000000013185,0.5000000000014286,0.5000000000014885,1.0,0.5000000000014743,0.5000000000007879,0.5000000000014737,0.5000000000010681,0.5000000000010789,1.0,0.5000000000013682,0.5000000000009514,0.5000000000014568,0.5000000000008793,0.5000000000014507,0.5000000000011914,0.5000000000014376,0.5000000000013453,0.5000000000014315,1.0
www.dic-decor.co.jp,0.792562069805145,0.8855138347907098,0.8980490371215888,0.9192030231329934,0.9550416138025266,0.9986327053502293,0.8937818173850629,0.8668580759191069,0.9506325120064368,0.9890192226246401,0.9941929752566083,0.995660139296145,0.5000000000004141,0.9280319744532972,0.5000000000002348,0.9509755325226854,0.5000000000014293,1.0,0.9985309166844213,0.995730957871928,0.5000000000001614,0.993159640859109,0.9967950906778709,0.995433007741358,0.9872753639872387,0.9758612630265877,0.9905390318718806,0.7257203897428557,0.5000000000000718,0.8023718435847518,0.9208984015016152,0.8247967295804254,0.500000000000155,0.8904170826933898,0.995924548642412,0.6559139724313399,0.9904063112003185,0.9910298981748931,0.812409664962384,0.7529991668135951,0.9884238566943682,0.6928772405365893,0.8902387826166782,0.6496827800697831,0.9714964909683055,0.981802196824901,0.9194876487904965,0.9732966418764477,0.8530752977324902,0.9875177912018853,0.9597896614009,0.5000000000004411,0.9855635931751494,0.6402846079697516,0.9924029451377496,0.7493500186099249,0.7683884324499035,0.5000000000003774,0.9946381801412678,0.6913403692327186,0.9671863811486767,0.6915888897340872,0.9392448154235267,0.8343539291561448,0.997971719002996,0.8902777290861814,0.9911119049969942,0.500000000000094
www.dic-ep.co.jp,0.7799201492944025,0.8782267780717825,0.8933311490310126,0.913124851559496,0.9510174382354815,0.9977952018997558,0.8864758283185423,0.8615286766309029,0.9443268639202331,0.9870374606393038,0.9934807048092997,0.9940325542455997,0.5000000000004122,0.9217401645598253,0.500000000000233,0.9444568941225332,0.500000000001416,0.9985309166844213,1.0,0.9950407434191262,0.5000000000001615,0.9922661122129981,0.9962002203232854,0.9945516398578982,0.9854976276695915,0.9718029021991768,0.98898393349866,0.7149352472684452,0.500000000000071,0.7934885764460406,0.9151752438145817,0.8154865005379393,0.5000000000001552,0.8841465678111518,0.9945407739720695,0.6427274914919994,0.9874784519038596,0.9891586502030895,0.8031051315735408,0.7417628574428068,0.9888025229860775,0.6808971907157496,0.8840472621835422,0.6379916859626271,0.9697618259007872,0.9786754862971432,0.9131026021175668,0.9687516819862335,0.8422942479378464,0.9859617707410783,0.9548743913187434,0.5000000000004355,0.981901319023985,0.6354738712880913,0.9907850379386697,0.7357674542825143,0.7546962887442941,0.5000000000003778,0.9959686909876502,0.6819485059965572,0.9626279204744028,0.6786476627807092,0.9326156172168683,0.8244429050153517,0.9975399512794545,0.8840531824422109,0.9888869584730913,0.5000000000000843
www.dic-estate.co.jp,0.8135081483855305,0.8957870255569232,0.8871217209283511,0.939653518770403,0.9652753319459468,0.9972472237775818,0.8890038768995558,0.8764168636798315,0.9651098094810504,0.9924282415920511,0.9931950465810775,0.9913574001179137,0.5000000000004206,0.9159139433467542,0.5000000000002377,0.9635259381486789,0.500000000001463,0.995730957871928,0.9950407434191262,1.0,0.5000000000001585,0.9921076825657131,0.9985417073496687,0.9969900595657099,0.9943065867464886,0.9838594420979307,0.9956430662425353,0.7634813328045207,0.5000000000000738,0.8095975934811344,0.9364170919185548,0.8535235304827264,0.5000000000001528,0.9104684148971963,0.9942756632900681,0.6897810709734044,0.9875690507316376,0.9953778130066628,0.8253907817751774,0.784750559299384,0.9862837659004497,0.7143908828590413,0.9102586949280909,0.6889868547159593,0.9814561584856898,0.9862477579086154,0.9353471287746378,0.9760897162274472,0.8806958540045359,0.9882305467132215,0.9751312924335265,0.5000000000004524,0.9905157674612279,0.6880346145698261,0.9975208371177332,0.7759184267174335,0.7914151781098151,0.500000000000372,0.9872975167829237,0.7353717852838745,0.9723367011316737,0.721558410192332,0.9523467984792101,0.8541363325718561,0.9975179578105596,0.9103612225787759,0.9895393863345071,0.5000000000001202
